Serie,Clase,Docu.,Fecha,Serie Ant.,Docu.Ant.,Tipo Cambio Oper.,Operador,Fecha Reg.,Hora Reg.,Nombre de Nivel 1,Nombre de Nivel 2,Código Contable,Código de Detalle,Nombre de la Cuenta de Detalle,Comentario,Unidades,Débito,Crédito
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 08 768497145191,768497145191,PT14519-CRAYONES DE CERA JUMBO 12 COLORES,RECLASIFCICACION DE INVENTARIO,120,2905.656078,0
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 08 768497145344,768497145344,PT14534-CRAYONES DE CERA CARIBE 12 COLORES,RECLASIFCICACION DE INVENTARIO,144,0,2598.857713
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 09 768497111035,768497111035,PT11103-LAPIZ ARISTOS DOCENA,RECLASIFCICACION DE INVENTARIO,24,489.5811365,0
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 09 768497111127,768497111127,PT11112-LAPIZ ESCOLAR SURTIDO DOCENA,RECLASIFCICACION DE INVENTARIO,24,0,519.0102137
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 10 768497014558,768497014558,PT01455-MARCADORES TRIANGULAR C/ESTUCHE PLAST,RECLASIFCICACION DE INVENTARIO,28,1117.035065,0
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 05 768497127388,768497127388,PT12738-BOLIGRAFO COMFORT AZ/NG BLISTER 2 UND,RECLASIFCICACION DE INVENTARIO,24,211.7191781,0
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 05 768497166219,768497166219,PT16621-BOLIGRAFO COMFORT ROJO DOCENA,RECLASIFCICACION DE INVENTARIO,4,0,142.9863831
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,FACELA,1 1 05 16 2 1 7684976006155,7684976006155,CINTA ADHESIVA 2X100 UNIDAD,RECLASIFCICACION DE INVENTARIO,12,0,513.2378329
CD-A,COMPROBANTE DE DIARIO,4910,18/3/2026,CD-A,4910,36.6243,LORENA HERRERA,18/3/2026,4:32:42 p. m.,INVENTARIO,FACELA,1 1 05 16 01 05 768497127388,768497127388,PT12738-BOLIGRAFO COMFORT AZ/NG BLISTER 2 UND,RECLASIFICACION DE INVENETARIO,60,500.4523409,0
CD-A,COMPROBANTE DE DIARIO,4910,18/3/2026,CD-A,4910,36.6243,LORENA HERRERA,18/3/2026,4:32:42 p. m.,INVENTARIO,FACELA,1 1 05 16 01 05 768497166219,768497166219,PT16621-BOLIGRAFO COMFORT ROJO DOCENA,RECLASIFICACION DE INVENETARIO,14,0,500.4523409
CD-A,COMPROBANTE DE DIARIO,4911,23/3/2026,CD-A,4911,36.6243,LORENA HERRERA,23/3/2026,7:47:13 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664138456,8058664138456,NUEV GEL D BAÑOYCHAMPU BM 500ML LT2025,RECLASIFICACION DE INVENTARIO,150,25370.82275,0
CD-A,COMPROBANTE DE DIARIO,4911,23/3/2026,CD-A,4911,36.6243,LORENA HERRERA,23/3/2026,7:47:13 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664129386,8058664129386,NUEV GEL DE BAÑO BM 500ML KIDS LT1025,RECLASIFICACION DE INVENTARIO,150,0,25370.82275
CD-A,COMPROBANTE DE DIARIO,4912,23/3/2026,CD-A,4912,36.6243,LORENA HERRERA,23/3/2026,8:08:51 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 8 8003670743651,8003670743651,PASTA DENTAL S/FLUOR TOOTHPASTE STRAWBERRY 12,RECLASIFICACION DE INVENETARIO,193,12114.26692,0
CD-A,COMPROBANTE DE DIARIO,4912,23/3/2026,CD-A,4912,36.6243,LORENA HERRERA,23/3/2026,8:08:51 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664138456,8058664138456,NUEV GEL D BAÑOYCHAMPU BM 500ML LT2025,RECLASIFICACION DE INVENETARIO,43,0,7029.121516
CD-A,COMPROBANTE DE DIARIO,4912,23/3/2026,CD-A,4912,36.6243,LORENA HERRERA,23/3/2026,8:08:51 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664138654,8058664138654,NUEV CREMA P/CUERPO BM 200ML LT1025,RECLASIFICACION DE INVENETARIO,40,0,3239.774061
CD-A,COMPROBANTE DE DIARIO,4912,23/3/2026,CD-A,4912,36.6243,LORENA HERRERA,23/3/2026,8:08:51 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 8 8058664175567,8058664175567,PASTA DENTAL APPLEBANANA 6-24M NO FLUO 102409,RECLASIFICACION DE INVENETARIO,2,0,142.1600322
CD-A,COMPROBANTE DE DIARIO,4912,23/3/2026,CD-A,4912,36.6243,LORENA HERRERA,23/3/2026,8:08:51 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 8 8058664175574,8058664175574,PASTA DENTAL-TOOTHPASTE MENTA 6Y+ FLUOR,RECLASIFICACION DE INVENETARIO,1,0,76.2777507
CD-A,COMPROBANTE DE DIARIO,4912,23/3/2026,CD-A,4912,36.6243,LORENA HERRERA,23/3/2026,8:08:51 a. m.,INVENTARIO,NURSERY,1 1 05 01 3  8058664146260,8058664146260,CEPILLO DENTAL ELECTRICO BOY,RECLASIFICACION DE INVENETARIO,4,0,793.44
CD-A,COMPROBANTE DE DIARIO,4912,23/3/2026,CD-A,4912,36.6243,LORENA HERRERA,23/3/2026,8:08:51 a. m.,INVENTARIO,NURSERY,1 1 05 01 3  8058664146277,8058664146277,CEPILLO DENTAL ELECTRICO GIRL,RECLASIFICACION DE INVENETARIO,2,0,396.9251946
CD-A,COMPROBANTE DE DIARIO,4912,23/3/2026,CD-A,4912,36.6243,LORENA HERRERA,23/3/2026,8:08:51 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 8 8058664174768,8058664174768,CEPILLO DENTAL ELECTRICO PANDA,RECLASIFICACION DE INVENETARIO,1,0,225.6355872
CD-A,COMPROBANTE DE DIARIO,4912,23/3/2026,CD-A,4912,36.6243,LORENA HERRERA,23/3/2026,8:08:51 a. m.,CUENTAS POR PAGAR CORTO PLAZO,OTRAS CUENTAS POR PAGAR,2 1 01 05 02  01,1,CUENTA TRANSITORIA,RECLASIFICACION DE INVENETARIO,0,0,210.9327817
CD-A,COMPROBANTE DE DIARIO,4913,23/3/2026,CD-A,4913,36.6243,LORENA HERRERA,23/3/2026,8:11:31 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664138456,8058664138456,NUEV GEL D BAÑOYCHAMPU BM 500ML LT2025,RECLASIFICACION,13,2125.0832,0
CD-A,COMPROBANTE DE DIARIO,4913,23/3/2026,CD-A,4913,36.6243,LORENA HERRERA,23/3/2026,8:11:31 a. m.,CUENTAS POR PAGAR CORTO PLAZO,OTRAS CUENTAS POR PAGAR,2 1 01 05 02  01,1,CUENTA TRANSITORIA,RECLASIFICACION,0,0,2125.0832
CD-A,COMPROBANTE DE DIARIO,4914,23/3/2026,CD-A,4914,36.6243,LORENA HERRERA,23/3/2026,2:33:53 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081233,8058664081233,VASO ACTIVE CUP 14M+ BOY PACK1,RECLASIFICACION DE INVENETARIO,10,1755.725704,0
CD-A,COMPROBANTE DE DIARIO,4914,23/3/2026,CD-A,4914,36.6243,LORENA HERRERA,23/3/2026,2:33:53 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081226,8058664081226,VASO ACTIVE CUP 14M+ GIRL PACK1,RECLASIFICACION DE INVENETARIO,10,0,1755.725704
CD-A,COMPROBANTE DE DIARIO,4915,23/3/2026,FC-C,57059,36.6243,Auxiliar Contable,23/3/2026,3:49:05 p. m.,CUENTAS POR COBRAR,SUPERMERCADOS,1 1 03 01 01 2 189,189,"CASA MANTICA, S.A. - LEON CENTRO",POR ERROR DE SISTEMA CORRECCIO,0,0,2012.4575
CD-A,COMPROBANTE DE DIARIO,4915,23/3/2026,FC-C,57058,36.6243,Auxiliar Contable,23/3/2026,3:49:05 p. m.,CUENTAS POR COBRAR,SUPERMERCADOS,1 1 03 01 01 2 189,189,"CASA MANTICA, S.A. - LEON CENTRO",POR ERROR DE SISTEMA CORRECCIO,0,0,770.6695
CD-A,COMPROBANTE DE DIARIO,4915,23/3/2026,FC-C,57057,36.6243,Auxiliar Contable,23/3/2026,3:49:05 p. m.,CUENTAS POR COBRAR,SUPERMERCADOS,1 1 03 01 01 2 189,189,"CASA MANTICA, S.A. - LEON CENTRO",POR ERROR DE SISTEMA CORRECCIO,0,0,2449.483
CD-A,COMPROBANTE DE DIARIO,4915,23/3/2026,FC-C,57056,36.6243,Auxiliar Contable,23/3/2026,3:49:05 p. m.,CUENTAS POR COBRAR,SUPERMERCADOS,1 1 03 01 01 2 189,189,"CASA MANTICA, S.A. - LEON CENTRO",POR ERROR DE SISTEMA CORRECCIO,0,0,1091.7965
CD-A,COMPROBANTE DE DIARIO,4915,23/3/2026,CD-A,4915,36.6243,Auxiliar Contable,23/3/2026,3:49:05 p. m.,CAJA,CAJA GENERAL,1 1 01 01   01,1,EFECTIVO EN CAJA GENERAL,POR ERROR DE SISTEMA CORRECCIO,0,6324.4065,0
CD-A,COMPROBANTE DE DIARIO,4916,23/3/2026,FC-C,57714,36.6243,Auxiliar Contable,23/3/2026,3:52:07 p. m.,CUENTAS POR COBRAR,MANAGUA,1 1 03 13   133,133,CLAUDIA LUCIA HERRERA,APLICANDO PAGO  DE FC#57497-57,0,0,423.502126
CD-A,COMPROBANTE DE DIARIO,4916,23/3/2026,FC-C,57497,36.6243,Auxiliar Contable,23/3/2026,3:52:07 p. m.,CUENTAS POR COBRAR,MANAGUA,1 1 03 13   133,133,CLAUDIA LUCIA HERRERA,APLICANDO PAGO  DE FC#57497-57,0,0,952.697874
CD-A,COMPROBANTE DE DIARIO,4916,23/3/2026,CD-A,3331,36.6243,Auxiliar Contable,23/3/2026,3:52:07 p. m.,CUENTAS POR PAGAR LARGO PLAZO,SOCIOS,2 2 02 03   2,2,CLAUDIA LUCIA HERRERA GAITAN,APLICANDO PAGO  DE FC#57497-57,0,1376.2,0
CD-A,COMPROBANTE DE DIARIO,4917,23/3/2026,FC-C,59920,36.6243,Auxiliar Contable,23/3/2026,3:54:25 p. m.,CUENTAS POR COBRAR,EXPORTACIONES,1 1 03 47 01 01 469,469,NOVEDOSA SA DE CV,APLICANDO PAGO A NOVEDOSA S.A,0,0,309171.3546
CD-A,COMPROBANTE DE DIARIO,4917,23/3/2026,FC-C,59668,36.6243,Auxiliar Contable,23/3/2026,3:54:25 p. m.,CUENTAS POR COBRAR,EXPORTACIONES,1 1 03 47 01 01 469,469,NOVEDOSA SA DE CV,APLICANDO PAGO A NOVEDOSA S.A,0,0,1149.9954
CD-A,COMPROBANTE DE DIARIO,4917,23/3/2026,FC-C,58927,36.6243,Auxiliar Contable,23/3/2026,3:54:25 p. m.,CUENTAS POR COBRAR,EXPORTACIONES,1 1 03 47 01 01 469,469,NOVEDOSA SA DE CV,APLICANDO PAGO A NOVEDOSA S.A,0,0,1150
CD-A,COMPROBANTE DE DIARIO,4917,23/3/2026,CD-A,4764,36.6243,Auxiliar Contable,23/3/2026,3:54:25 p. m.,CUENTAS POR PAGAR CORTO PLAZO,ANTICIPO DE CLIENTES,2 1 01 06   71,71,NOVEDOSA S.A DE C.V,APLICANDO PAGO A NOVEDOSA S.A,0,311471.35,0
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082771107,7501082771107,NUVEL CREMA PARA PEINAR MANZANA Y ALOE VERA 3,ISSDHU - CANASTA,1,0,36.31971908
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082790825,7501082790825,NUVEL SHAMPOO FAMILIAR MANZANA Y ALOE VERA 75,ISSDHU - CANASTA,1,0,61.73809937
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082771602,7501082771602,NUVEL MASCARILLA CAPILAR MANZANA Y ALOE VERA,ISSDHU - CANASTA,1,0,46.82117234
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082721690,7501082721690,NUVEL CREMA PIEL SECA ANTIOXIDANTE PROTEC INT,ISSDHU - CANASTA,1,0,49.61096309
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082750300,7501082750300,NUVEL FIJADOR LIQUIDO PARA CABELLO ULTRA FIJA,ISSDHU - CANASTA,1,0,39.89989032
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 3  7501082721294,7501082721294,NUVEL DESMAQUILLANTE BIFASICO NUVEL 125ML 24,ISSDHU - CANASTA,1,0,25.25954889
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 3  7501082790535,7501082790535,NUVEL GEL LIMPIADOR FACIAL 125ML 24. 700451,ISSDHU - CANASTA,1,0,17.28284924
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082731354,7501082731354,NUVEL DESODORANTE ROLL ON TWILIGHT 55 ML 24,ISSDHU - CANASTA,1,0,15.06709934
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082731293,7501082731293,NUVEL DESODORANTE ROLL ON ROCK STAR 55 ML 24,ISSDHU - CANASTA,1,0,15.06709934
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082771107,7501082771107,NUVEL CREMA PARA PEINAR MANZANA Y ALOE VERA 3,VENDEDORA MARIA E. MUESTRAS,1,0,36.31971908
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082771305,7501082771305,NUVEL CREMA PARA PEINAR PLACENTA Y VITAMINA B,VENDEDORA MARIA E. MUESTRAS,1,0,35.70668277
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082721683,7501082721683,NUVEL CREMA PIEL EXTRA SECA KARITE PROTECC IN,VENDEDORA MARIA E. MUESTRAS,1,0,49.69314918
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082725261,7501082725261,NUVEL CREMA PIEL NORMAL ACLARADO IDEAL 750ML,VENDEDORA MARIA E. MUESTRAS,1,0,49.4853686
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082721676,7501082721676,NUVEL CREMA PIEL NORMAL MIEL Y AVENA PROTEC I,VENDEDORA MARIA E. MUESTRAS,1,0,49.55811888
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082721690,7501082721690,NUVEL CREMA PIEL SECA ANTIOXIDANTE PROTEC INT,VENDEDORA MARIA E. MUESTRAS,1,0,49.61096309
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 3  7501082721294,7501082721294,NUVEL DESMAQUILLANTE BIFASICO NUVEL 125ML 24,VENDEDORA MARIA E. MUESTRAS,1,0,25.25954889
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082750270,7501082750270,NUVEL FIJADOR LIQUIDO PARA CABELLO RIZOS DEFI,VENDEDORA MARIA E. MUESTRAS,1,0,40.06817479
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082750300,7501082750300,NUVEL FIJADOR LIQUIDO PARA CABELLO ULTRA FIJA,VENDEDORA MARIA E. MUESTRAS,1,0,39.89989032
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 3  7501082790535,7501082790535,NUVEL GEL LIMPIADOR FACIAL 125ML 24. 700451,VENDEDORA MARIA E. MUESTRAS,1,0,17.28284924
CD-A,COMPROBANTE DE DIARIO,4918,23/3/2026,CD-A,4918,36.6243,Auxiliar Contable,23/3/2026,5:35:25 p. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082771602,7501082771602,NUVEL MASCARILLA CAPILAR MANZANA Y ALOE VERA,VENDEDORA MARIA E. MUESTRAS,1,0,46.82117234
